;; okuri-ari entries.
;; okuri-nasi entries.
しきえんまん /四喜円満/
しきしゃのはっと /指揮者のハット/
しきだいしょう /式大将/
しきんおおずぐろかもめ /紫金オオズグロカモメ/
しきんのなべ /熾金の鍋/
ししょうのめん /嗤笑の面/
しずかなうみいろ /静かな海色/
しずくちゃん /シズクちゃん/
しせいおでん /市井おでん/
しせん /志璇/
しぜんてつがくがくいん /自然哲学学院/
しちょうせいごう /死兆星号/
しっこくのいんてつのいっかく /漆黒の隕鉄の一角/
しっこくのいんてつのいっぺん /漆黒の隕鉄の一片/
しっこくのいんてつのかたまり /漆黒の隕鉄の塊/
しっこくのいんてつのひとつぶ /漆黒の隕鉄の一粒/
しとらす /シトラス/
しぱく /シパク/
しぶんのおしえ /「詩文」の教え/
しぶんのてつがく /「詩文」の哲学/
しぶんのみちびき /「詩文」の導き/
しほうへいわ /四方平和/
しむらや /志村屋/
しめすと /シメスト/
しもをまとったきこつ /霜を纏った気骨/
しゃおゆう /シャオユウ/
しゃくしんをささげるえいこう /灼心を捧げる栄光/
しゃくしんをささげるきょうふ /灼心を捧げる恐怖/
しゃくしんをささげるけつい /灼心を捧げる決意/
しゃくしんをささげるちゅうちょ /灼心を捧げる躊躇/
しゃっけいのやかた /借景ノ館/
しゃむ /シャム/
しゃわるまさんど /シャワルマサンド/
しやふ /シヤフ/
しゅううかも /秋羽鴨/
しゅうまつおあしすのしゅごしゃ /終末オアシスの守護者/
しゅうゆうするつぼのせいれい /周遊する壺の精霊/
しゅうゆうひゃっか /周遊百貨/
しゅくふくのばくいん /祝福の縛印/
しゅっつ /シュッツ/
しゅばらんけ /シュバランケ/
しゅりや /シュリヤ/
しゅりょうとうえい /狩猟刀エイ/
しょうきのかみ /正機の神/
しょうこうせいうしんくん /銷虹霽雨真君/
しょうじょのしばらくいきぬき /少女の暫く息抜き/
しょうじょのはかなきかお /少女の儚き顔/
しょうじょのみじかいかねん /少女の短い華年/
しょうじょのゆらぐおもい /少女の揺らぐ思い/
しょうすいのかぶと /将帥の兜/
しょうぶのはね /昭武の羽根/
しょうらまどれーぬ /晶螺マドレーヌ/
しょこあとぅるすい /ショコアトゥル水/
しらーじ /シラージ/
しりころやま /シリコロ山/
しるばーのからすまーく /シルバーの鴉マーク/
しるゔぁ /シルヴァ/
しるゔぁん /シルヴァン/
しんげつけん /新月軒/
しんじゅひすいはくぎょくとう /真珠翡翠白玉湯/
しんちょうのよいん /深潮の余韻/
しんぴなるけむりのけいじ /神秘なる煙の啓示/
しんぴなるけむりのしこう /神秘なる煙の思考/
しんぴなるけむりのよかん /神秘なる煙の予感/
しんぴなるけむりのよちょう /神秘なる煙の予兆/
しんふぉんてーぬかがくいん /新フォンテーヌ科学院/
しんぺいのきしょう /新兵の記章/
しんみちゃづけ /真味茶漬け/
しんらいれんざんみっきゅう /震雷連山密宮/
しん・ふうじんひゅっつぽっと /真・風神ヒュッツポット/
しーむるぐ /シームルグ/
じぇいこぶ・いんごるど /ジェイコブ・インゴルド/
じぇいど /ジェイド/
じぇぶらいら /ジェブライラ/
じぇま /ジェマ/
じぇろーに /ジェローニ/
じぇんとるどっぐ /ジェントルドッグ/
じぇんとるまん・あっしゃー /ジェントルマン・アッシャー/
じぇんばー /ジェンバー/
じゃこつこうこう /蛇骨鉱坑/
じゃしんのち /蛇心の地/
じゃちょうのみち /蛇腸の道/
じゃっく /ジャック/
じゃらーかん /ジャラーカン/
じゃるじゃー /ジャルジャー/
じゅういきうぇるぷ・いわ /獣域ウェルプ・岩/
じゅういきうぇるぷ・かみなり /獣域ウェルプ・雷/
じゅういきおうき /獣域王器/
じゅういきはうんど・いわ /獣域ハウンド・岩/
じゅういきはうんど・かみなり /獣域ハウンド・雷/
じゅうこうやどかに /重甲ヤドカニ/
じゅうこつらーめん /獣骨ラーメン/
じゅうせんしのもくてき /従戦士の木笛/
じゅくちひきょう /熟知秘境/
じゅくみんのにわ /熟眠ノ庭/
じゅくれんど /熟練度/
じゅくれんなきば /熟練の牙/
じゅりー /ジュリー/
じゅん /順/
じゅんせいなしずくのかんせん /純聖な雫の甘泉/
じゅんせいなしずくのしょうか /純聖な雫の昇華/
じゅんせいなしずくのせいずい /純聖な雫の精髄/
じゅんせいなしずくのろさい /純聖な雫の濾滓/
じゆうのおしえ /「自由」の教え/
じゆうのたーこいず /自由のターコイズ/
じゆうのたーこいず・かけら /自由のターコイズ・欠片/
じゆうのたーこいず・かたまり /自由のターコイズ・塊/
じゆうのたーこいず・さいせつ /自由のターコイズ・砕屑/
じゆうのてつがく /「自由」の哲学/
じゆうのみちびき /「自由」の導き/
じょいんびれ /ジョインビレ/
じょうこうざい /垂香材/
じょうざいのいど /浄罪の井戸/
じょうしょうでんせつ /常勝伝説/
じょうすいのこころ /浄水の心/
じょうねんのひだね /常燃の火種/
じょうぶなこっぺん /丈夫な骨片/
じょうるりこうぼう /淨琉璃工房/
じょじょじー /椒椒鶏/
じょりえんぬ /ジョリエンヌ/
じりあんな /ジリアンナ/
じんかいのうきしんくん /尋瑰納琦真君/
じんだいやしき /陣代屋敷/
じんにー /ジンニー/
じんれんじま /刃連島/
じん・ぐんひるど /ジン・グンヒルド/
じゔぇるにー /ジヴェルニー/
じーどぅふぁ /鶏豆花/
すいかざい /萃華材/
すいきょうのあすぴっく /水郷のアスピック/
すいぎょくふくぶくろ /翠玉福袋/
すいげつち /水月池/
すいしょうえび /水晶蝦/
すいしょうぷりずむ /水晶プリズム/
すいーとふらわー /スイートフラワー/
すかーく /スカーク/
すきまのこあ /隙間のコア/
すきゅら /スキュラ/
すぎざい /杉材/
すたどぅひん /スタドゥヒン/
すたんれー /スタンレー/
すちーむばーどしんぶんしゃ /スチームバード新聞社/
すづくりぞうしょくせいめいたい /巣作り増殖生命体/
すてーき /ステーキ/
すぱいしーぽとふ /スパイシーポトフ/
すぱだのひこ /須婆達の彦/
すぱるたくす /スパルタクス/
すぱーくりんぐべりーじゅーす /スパークリングベリージュース/
すぴのくろこ /スピノクロコ/
すみだ /墨田/
すみれいろのにわ /菫色ノ庭/
すみれうり /スミレウリ/
すめいぬ /スメイヌ/
すめーるきょうれいいん /スメール教令院/
すめーるろーず /スメールローズ/
すらいむのえきたい /スライムの液体/
すらいむのぶんぴつぶつ /スライムの分泌物/
するとろっち /スルトロッチ/
すーざん /スーザン/
すーふぁしゅ /スーファシュ/
ずるゔぁーん /ズルヴァーン/
せいあつとっかがたましなりー /制圧特化型マシナリー/
せいかきょうぎじょうちゅえんまーけっと /聖火競技場・チュエンマーケット/
せいがいあかわし /聖骸赤鷲/
せいがいがじゅう /聖骸牙獣/
せいがいさそり /聖骸サソリ/
せいがいつのわに /聖骸ツノワニ/
せいがいとびへび /聖骸トビヘビ/
せいぎのおしえ /「正義」の教え/
せいぎのてつがく /「正義」の哲学/
せいぎのみちびき /「正義」の導き/
せいごうのはぐるま /整合の歯車/
せいじゃくかんが /「静寂閑雅」/
せいすいぎょく /清水玉/
せいせいたいへい /盛世太平/
せいちょうのえめらるど /成長のエメラルド/
せいちょうのえめらるど・かけら /成長のエメラルド・欠片/
せいちょうのえめらるど・かたまり /成長のエメラルド・塊/
せいちょうのえめらるど・さいせつ /成長のエメラルド・砕屑/
せいひつなもりのしずくのきんぷ /静謐な森のしずくの金符/
せいひつなもりのしずくのぎんぷ /静謐な森のしずくの銀符/
せいひつなもりのしずくのてっぷ /静謐な森のしずくの鉄符/
せいもあ /セイモア/
せいらいいたち /青雷イタチ/
せいらいまる /セイライ丸/
せいろでゅえっと /清露デュエット/
せきかしたこっぺん /石化した骨片/
せきさのおり /赤砂の檻/
せきしょう /石商/
せきせつのみち /積雪の道/
せさる /セサル/
せしりあのなえどこ /セシリアの苗床/
せたれ /セタレ/
せっしゃく /接笏/
せっそうのみやこ /雪葬の都/
せっそうのみやこ・きゅうぐう /雪葬の都・旧宮/
せっそうのみやこ・きんこう /雪葬の都・近郊/
せどな /セドナ/
せぴゅろすきょうかい /西風教会/
せぴゅろすのたかのしんでん /西風の鷹の神殿/
せんかすむーじー /仙果スムージー/
せんきょう /染境/
せんしのてってき /戦士の鉄笛/
せんそくびん /仙速瓶/
せんめつとっかがたましなりー /殲滅特化型マシナリー/
せんもんのきょしゅう /千門の虚舟/
せんれいむーす /千霊ムース/
ぜったいおつまみじゃない /絶対オツマミじゃない/
ぜつうんおこげ /絶雲お焦げ/
そういのおしえ /「創意」の教え/
そういのてつがく /「創意」の哲学/
そういのみちびき /「創意」の導き/
そうぎょく /漱玉/
そうせいようせいのきし・あんじぇりか /双生妖精の騎士・アンジェリカ/
そうせいようせいのきし・みどろ /双生妖精の騎士・ミドロ/
そうはくのいえい /蒼白の遺栄/
そくりょうしえっぐばーがー /測量士エッグバーガー/
そしー /ソシー/
そにぃ /ソニィ/
そば /そば/
そまっく /ソマック/
そらやー /ソラヤー/
そるしゅ /ソルシュ/
ぞしもす /ゾシモス/
ぞーや・しゅないつぇふな /ゾーヤ・シュナイツェフナ/
たいこのじゅかいのいっしゅん /太古の樹海の一瞬/
たいざんふ /太山府/
たいたるが /タイダルガ/
たいれい /大霊/
たからさがしのからすまーく /宝探しの鴉マーク/
たきをのぞむはいと /滝を臨む廃都/
たけざい /竹材/
たたらすな /たたら砂/
たっどらー /タッドラー/
たねのはこ /種の匣/
たふちーん /タフチーン/
たふむーらす /タフムーラス/
たまりすくざい /タマリスク材/
たらったかいていこく /タラッタ海底谷/
たりえしん /タリエシン/
たるこ /タルコ/
たるたるたわー /タルタルタワー/
たろうまる /太郎丸/
たんせいこめたいっさく /丹精込めた一作/
だいこんいりのやさいすーぷ /大根入りの野菜スープ/
だいこんのあげだんご /大根の揚げ団子/
だいにちみこし /大日神輿/
だいんすれいゔ /ダインスレイヴ/
だくすいげんれい /濁水幻霊/
だくすいのひとしずく /濁水のひとしずく/
だくすいのひとすくい /濁水のひとすくい/
だくすいふんさいのげんれい /濁水粉砕の幻霊/
だくすいふんしゅつのげんれい /濁水噴出の幻霊/
だじゅうだいおう /駄獣大王/
だて /伊達/
だにーら /ダニーラ/
だれかがたいせつにしていたはな /誰かが大切にしていた花/
だれっと /ダレット/
だんがんふじつぼ /弾丸フジツボ/
だんごぎゅうにゅう /団子牛乳/
だんでぃ /ダンディ/
だんどりーちきん /タンドリーチキン/
だーご /ダーゴ/
だーもゔぃるざっかてん /ダーモヴィル雑貨店/
ちあんか /チアンカ/
ちぇしる /チェシル/
ちぇるびっくあぷりしあ /チェルビックアプリシア/
ちかいのきんぱい /誓いの金杯/
ちこぎょやき /チ虎魚焼き/
ちこや /チコヤ/
ちぞめのきしのこっぷ /血染めの騎士のコップ/
ちぞめのくろはね /血染めの黒羽/
ちぞめのてつかめん /血染めの鉄仮面/
ちぞめのてつのこころ /血染めの鉄の心/
ちちゅうのこうかい /地中の香海/
ちつじょのおしえ /「秩序」の教え/
ちつじょのてつがく /「秩序」の哲学/
ちつじょのみちびき /「秩序」の導き/
ちびでゅりん /ちびドゥリン/
ちびりゅうびすけっと /ちび竜ビスケット/
ちまり /チマリ/
ちみゃくのかれは /地脈の枯れ葉/
ちみゃくのしんめ /地脈の新芽/
ちゅうおうじっけんしつあとち /中央実験室跡地/
ちゅうかのていえん /仲夏の庭園/
ちゅうげんのおしえ /「忠言」の教え/
ちゅうげんのてつがく /「忠言」の哲学/
ちゅうげんのみちびき /「忠言」の導き/
ちゅにーな /チュニーナ/
ちょうえつのさかずき /超越の盃/
ちょうえん /チョウエン/
ちょうこういんとんのしろ /兆候隠遁の城/
ちょうせい /長生/
ちょうぜいたくもりあわせぴざ /超贅沢盛り合わせピザ/
ちょうめいならぴすらずり /澄明なラピスラズリ/
ちょうめいならぴすらずり・かけら /澄明なラピスラズリ・欠片/
ちょうめいならぴすらずり・かたまり /澄明なラピスラズリ・塊/
ちょうめいならぴすらずり・さいせつ /澄明なラピスラズリ・砕屑/
ちょうらんのたまごやき /鳥卵の玉子焼き/
ちょこれーと /チョコレート/
ちらいしゃでん /チライ社殿/
ちんじゅのもり /鎮守の森/
ちんとり /チントリ/
つぁれーゔぃち /ツァレーヴィチ/
ついおくのかぜ /追憶の風/
つきのかりゅうど /月の狩人/
つみたいしょふひつようがた /罪・対処不必要型/
つみびと /罪人/
つめがたはっしゅどぽてと /ツメ型ハッシュドポテト/
つるつるまめ /ツルツル豆/
てぃあご /ティアゴ/
てぃあも /ティアモ/
てぃくりってぃ /ティクリッティ/
てぃとぅ /ティトゥ/
てぃまいおす /ティマイオス/
てぃみー /ティミー/
てぃもーる /ティモール/
てぃるざーど /ティルザード/
ていおうのけつだん /帝王の決断/
ていさつきしすてーき! /偵察騎士ステーキ!/
ていちくあくあろーど・たーみなる /廷地区アクアロード・ターミナル/
ていとんのとき /停頓の時/
ていわっとふうこげたまご /テイワット風焦げ卵/
ていわっとふうめだまやき /テイワット風目玉焼き/
てうせる /テウセル/
てっぴのししゃく /鉄皮の子爵/
てっぺい /哲平/
てんおじ /天おじ/
てんこうのおしえ /「天光」の教え/
てんこうのてつがく /「天光」の哲学/
てんこうのみちびき /「天光」の導き/
てんすうにく /天枢肉/
てんちにはえるわらび /天地に生える蕨/
てんてんよーよーじゅう /テンテンヨーヨー獣/
てんとがめ /テントガメ/
てんりのちょうていしゃ /天理の調停者/
であえてうれしい /出会えてうれしい/
でぃおな・かっつぇれいん /ディオナ・カッツェレイン/
でぃるっく・らぐゔぃんど /ディルック・ラグヴィンド/
でじれ /デジレ/
でぴえり /デピエリ/
でらろっしゅ /デラロッシュ/
でーつ /デーツ/
でーつなん /デーツナン/
とぅぱっく /トゥパック/
とぅんだま /トゥンダマ/
とうごくのしじょ /冬国の仕女/
とうふうのつめ /東風の爪/
とうふうのといき /東風の吐息/
とうふうのはね /東風の羽根/
ときんのうろこ /鍍金の鱗/
とくべつきょかしょくどう /特別許可食堂/
とことこいわまっしゅろん /トコトコ岩マッシュロン/
とことこみずまっしゅろん /トコトコ水マッシュロン/
とこやみのわ /常闇の輪/
とこよれいびょう /常夜霊廟/
とっこうのおしえ /「篤行」の教え/
とっこうのてつがく /「篤行」の哲学/
とっこうのみちびき /「篤行」の導き/
とてく /トテク/
とてもあかるいばしょ /「とても明るい場所」/
とてもあったかいばしょ /「とてもあったかい場所」/
とば /トバ/
とびへび /トビヘビ/
とぴあ /トピア/
とらいとりにく /渡来鳥肉/
とりっくふらわーのみつ /トリックフラワーの蜜/
とりっくふらわー・かみなり /トリックフラワー・雷/
とりっくふらわー・こおり /トリックフラワー・氷/
とりっくふらわー・ほのお /トリックフラワー・炎/
とりにくとやせいきのこのくしやき /鳥肉と野生キノコの串焼き/
とりにくのくんせい /鳥肉の燻製/
とりにくのすいーとふらわーつけやき /鳥肉のスイートフラワー漬け焼き/
とりにだーど /トリニダード/
とりのたまごずし /鳥の玉子寿司/
とるくしー /トルクシー/
とろびでにこんだいぇんどぅしぇん /とろ火で煮込んだ腌篤鮮/
とーちざい /トーチ材/
どぅじぇー /ドゥジェー/
どぅらふ・かっつぇれいん /ドゥラフ・カッツェレイン/
どぅりん /ドゥリン/
どうこうしめんたい /導光四面体/
どうじゃく /銅雀/
どうてんほうせん /洞天宝銭/
どきどきぽんぽん /ドキドキポンポン/
どくせんひわ・ぐるめこらむ /独占秘話·グルメコラム/
どこかでつまれたさきかけのはな /何処かで摘まれた咲きかけの花/
どっとーれ /ドットーレ/
どどだいまおう /ドド大魔王/
どどりあんかいせんすーぷ /ドドリアン海鮮スープ/
どにあざーど・ふーまい /ドニアザード・フーマイ/
どりー・さんぐまはべい /ドリー・サングマハベイ/
どるふぃー /ドルフィー/
どれでもどーぞ！ /どれでもどーぞ！/
どんてんのくじら・しかく /呑天の鯨・只角/
どゔぉるざーく /ドヴォルザーク/
なかはらのもつやき /中原のもつ焼き/
ながのはらはなびや /長野原花火屋/
ながのはらりゅうのすけ /長野原龍之介/
なざふぁりん /ナザファリン/
なざむ /ナザム/
なせじゅな /ナセジュナ/
なぞのにく /謎の肉/
なっつ /ナッツ/
なつまつりのおわり /夏祭りの終わり/
なつまつりのかめん /夏祭りの仮面/
なつまつりのとき /夏祭りの刻/
なつまつりのはな /夏祭りの花/
なつまつりのみずふうせん /夏祭りの水風船/
なつまつりのゆうぎょ /夏祭りの游魚/
なつめやしきゃんでぃ /ナツメヤシキャンディ/
なづちのはま /名椎の浜/
なびや /ナビヤ/
なふぃす /ナフィス/
なぶ・まりかった /ナブ・マリカッタ/
なまか /ナマカ/
なるかみじま・てんしゅ /鳴神島・天守/
なるかみみたまのおんけい /鳴神御霊の恩恵/
なるかみみたまのかんき /鳴神御霊の歓喜/
なるかみみたまのしんあい /鳴神御霊の親愛/
なるかみみたまのゆうぶ /鳴神御霊の勇武/
なるきっそす /ナルキッソス/
なるつぃっせんくろいつ /ナルツィッセンクロイツ/
なるぼんぬえりあ /ナルボンヌエリア/
なるぼんぬのとまとふぁるし /ナルボンヌのトマトファルシ/
なるみせいかしんくん /鳴海栖霞真君/
なんたっく /ナンタック/
なんな /ナンナ/
にえが /ニエガ/
にこ・りやん /ニコ・リヤン/
にぺが /ニペガ/
にんじんとおにくのはにーそてー /ニンジンとお肉のハニーソテー/
ぬう /ヌウ/
ぬくもり /温もり/
ぬすた /ヌスタ/
ぬのざい /布材/
ぬーる /ヌール/
ねこ /寝子/
ねつけのげん /根付の源/
ねむけざましぴざ /眠気覚ましピザ/
ねらん /ネラン/
ねんそさいくつけんきゅうじょ /燃素採掘研究所/
のうこうまっしゅぽてと /濃厚マッシュポテト/
のすといちく /ノストイ地区/
のばなのきおくのそうげん /野花の記憶の草原/
のぶし・きこうばん /野伏・機巧番/
のぶし・じんとうばん /野伏・陣刀番/
のぶし・ひつけばん /野伏・火付番/
はいたのつゆ /排他の露/
はいぱしあ /ハイパシア/
はいやーむ /ハイヤーム/
はかいぞうしょくせいめいたい /破壊増殖生命体/
はぎす /ハギス/
はくよう /伯陽/
はざまのまち /狭間の街/
はじめ /創/
はじゃなど /ハジャナド/
はすのみいりちゃわんむし /ハスの実入り茶碗蒸し/
はそんしたかめん /破損した仮面/
はっこうふるーつじゅーす /発酵フルーツジュース/
はっど /ハッド/
はっらのみ /ハッラの実/
はどうのきば /覇道の牙/
はなかどぎょくしょう /花角玉将/
はなちるさと /花散里/
はなとかじつのとりお /花と果実のトリオ/
はにやー /ハニヤー/
はやしのゆめ /林の夢/
はるばーど・さいちょう /ハルバード・サイチョウ/
はるゔぁまずだ /ハルヴァマズダ/
はんえいのおしえ /「繁栄」の教え/
はんえいのてつがく /「繁栄」の哲学/
はんえいのみちびき /「繁栄」の導き/
はんけつくだしだけ /ハンケツクダシダケ/
はんぺっく /ハンペック/
はーるゔだん /ハールヴダン/
はーるーと /ハールート/
ばくらゔぁ /バクラヴァ/
ばけだぬき /妖狸/
ばけーしょんさいだー /バケーションサイダー/
ばざる・えるとん /バザル・エルトン/
ばしゃーる /バシャール/
ばたーさかなやき /バター魚焼き/
ばたーちきん /バターチキン/
ばつなん /伐難/
ばてぃすと /バティスト/
ばはらーむ /バハラーム/
ばび /馬尾/
ばびす /バビス/
ばぶるおれんじ /バブルオレンジ/
ばぶるすふれ /バブルスフレ/
ばべる・たにっと /バベル・タニット/
ばむーん /バムーン/
ばらのふ /バラノフ/
ばらむ /バラム/
ばるふぉあ /バルフォア/
ばんすいのみなもと・ぐれーと・ふぉんてーぬ・れいく /万水の源・グレート・フォンテーヌ・レイク/
ばんたんさんごたんていしょ /万端珊瑚探偵所/
ばんみんどうみずにざかな /万民堂水煮魚/
ばーてぃんのちんきかん /バーティンの珍奇館/
ばーとらんど /バートランド/
ばーばら・ぺいじ /バーバラ・ペイジ/
ばーばら・ぺっち /バーバラ・ペッチ/
ぱいもん /パイモン/
ぱかる /パカル/
ぱたぱたくさまっしゅろん /パタパタ草マッシュロン/
ぱたぱたこおりまっしゅろん /パタパタ氷マッシュロン/
ぱっか・ぬい /パッカ・ヌイ/
ぱてぃさら /パティサラ/
ぱてぃさらぷりん /パティサラプリン/
ぱとりっく /パトリック/
ぱにぷり /パニプリ/
ぱねーす /パネース/
ぱるゔぁね /パルヴァネ/
ぱんたろーね /パンタローネ/
ぱーと・どぅ・ふりゅい /パート・ドゥ・フリュイ/
ぱーゔぇずらゔぁん /パーヴェズラヴァン/
ひい /ヒイ/
ひいあ /ヒイア/
ひいらぎひろし /柊弘嗣/
ひえんのゆうきょ /秘炎の幽墟/
ひおうえびせんべい /緋櫻えびせんべい/
ひおうてんぷら /緋櫻天ぷら/
ひおうもち /緋櫻餅/
ひからびたほしたけ /ひからびた星茸/
ひかりゆらぐけんのつか /光揺らぐ剣の柄/
ひぎむら /緋木村/
ひげんのこあ /秘源のコア/
ひげんのしーす /秘源のシース/
ひげんのべありんぐ /秘源のベアリング/
ひすいのはーとふぇざーすずき /ヒスイのハートフェザースズキ/
ひていとさいけつ /否定と裁決/
ひでんのろーすとりぶ /秘伝のローストリブ/
ひまつりのかんむり /火祭りの冠/
ひもののあみやき /干物の網焼き/
ひゃくぶん /百聞/
ひゃくらいしゃら /百雷遮羅/
ひょうせつをふむおと /氷雪を踏む音/
ひょうふうくみきょく /氷風組曲/
ひらうみとりで /平海砦/
ひらめくおどり /ひらめく踊り/
ひるちゃーるしゃーまん /ヒルチャールシャーマン/
ひるちゃーるしゃーまん・いわ /ヒルチャールシャーマン・岩/
ひるちゃーるしゃーまん・かぜ /ヒルチャールシャーマン・風/
ひるちゃーるしゃーまん・かみなり /ヒルチャールシャーマン・雷/
ひるちゃーるしゃーまん・くさ /ヒルチャールシャーマン・草/
ひるちゃーるしゃーまん・こおり /ヒルチャールシャーマン・氷/
ひるちゃーるしゃーまん・みず /ヒルチャールシャーマン・水/
ひるちゃーるぼうと・えんふ /ヒルチャール暴徒・炎斧/
ひるちゃーるぼうと・がんじゅん /ヒルチャール暴徒・岩盾/
ひるちゃーるぼうと・ひょうじゅん /ヒルチャール暴徒・氷盾/
ひるちゃーるぼうと・もくじゅん /ヒルチャール暴徒・木盾/
ひるちゃーるぼうと・らいふ /ヒルチャール暴徒・雷斧/
ひるちゃーる・がんじゅん /ヒルチャール・岩盾/
ひるちゃーる・しもよろいのおう /ヒルチャール・霜鎧の王/
ひるちゃーる・しゃしゅ /ヒルチャール・射手/
ひるちゃーる・せんし /ヒルチャール・戦士/
ひるちゃーる・とっしん /ヒルチャール・突進/
ひるちゃーる・ばくだん /ヒルチャール・爆弾/
ひるちゃーる・ひょうじゅん /ヒルチャール・氷盾/
ひるちゃーる・ひょうだん /ヒルチャール・氷弾/
ひるちゃーる・もくじゅん /ヒルチャール・木盾/
ひるちゃーる・らいだん /ヒルチャール・雷弾/
ひろみ /広海/
ひわたりのかいほう /火渡りの解放/
ひわたりのくるしみ /火渡りの苦しみ/
ひわたりのけんじつ /火渡りの堅実/
ひわたりのさとり /火渡りの悟り/
ひわたりのちえ /火渡りの知恵/
びぜると /ビゼルト/
びみょうな /微妙な/
びゃっこのや /白狐の野/
ぴえろ /ピエロ/
ぴた /ピタ/
ぴりからむしまんじゅう /ピリ辛蒸し饅頭/
ぴーちここなっつざい /ピーチココナッツ材/
ふぁっしょんしょー /ファッションショー/
ふぁでゅいせんけんたい・じゅうえいし・すいじゅう /ファデュイ先遣隊・重衛士・水銃/
ふぁでゅいせんけんたい・じゅうえいし・ひょうじゅう /ファデュイ先遣隊・重衛士・氷銃/
ふぁでゅいせんけんたい・ぜんぽうぐん・かみなりはんまー /ファデュイ先遣隊・前鋒軍・雷ハンマー/
ふぁでゅいせんけんたい・ぜんぽうぐん・ふうけん /ファデュイ先遣隊・前鋒軍・風拳/
ふぁでゅいせんけんたい・ゆうげきへい・いわつかい /ファデュイ先遣隊・遊撃兵・岩使い/
ふぁでゅいせんけんたい・ゆうげきへい・えんじゅう /ファデュイ先遣隊・遊撃兵・炎銃/
ふぁでゅい・でっとえーじぇんと・ほのお /ファデュイ・デットエージェント・炎/
ふぁらなく /ファラナク/
ふぁるか /ファルカ/
ふぁろすとうだい /ファロス灯台/
ふぃっしゅあんどちっぷす /フィッシュアンドチップス/
ふぃっしゅる・ゔぉん・るふしゅろす・なふぃーどっと /フィッシュル・ヴォン・ルフシュロス・ナフィードット/
ふぃなーれのとけい /フィナーレの時計/
ふぃんどにーるのちょうじょう /フィンドニールの頂上/
ふうがのおしえ /「風雅」の教え/
ふうがのてつがく /「風雅」の哲学/
ふうがのみちびき /「風雅」の導き/
ふうじんひゅっつぽっと /風神ヒュッツポット/
ふうまのえまき /封魔の絵巻/
ふうまりゅう /風魔龍/
ふぇそれ /フェソレ/
ふぇどふ /フェドフ/
ふぇりぎす /フェリギス/
ふぇりっくす・ゆーぐ /フェリックス・ユーグ/
ふぇるでぃなんど /フェルディナンド/
ふぉかろるすのために /フォカロルスのために/
ふぉんてーぬうんどうえねるぎーこうがくかがくけんきゅういんちく /フォンテーヌ運動エネルギー工学科学研究院地区/
ふぉんてーぬてい /フォンテーヌ廷/
ふぉんてーぬていちく /フォンテーヌ廷地区/
ふぉんてーぬふうおにおんすーぷ /フォンテーヌ風オニオンスープ/
ふきつなかめん /不吉な仮面/
ふきん /浮錦/
ふくはうちうどん /福は内うどん/
ふくりゅうのきのそこ /「伏龍の木」の底/
ふしゃ /浮舎/
ふじとうとりで /藤兜砦/
ふちんのさかずき /浮沈の杯/
ふに /フニ/
ふぶきのなかのおもい /吹雪の中の思い/
ふぼくろ /不卜廬/
ふらいむのかんかく /フライムの乾核/
ふらいむのしょうかかく /フライムの晶化核/
ふらいむのゆうかく /フライムの幽核/
ふらいんぐももんが /フライングモモンガ/
ふりかっせ・どぅ・ぷーれ /フリカッセ・ドゥ・プーレ/
ふるびたつば /古びた鍔/
ふるーつみるくきゃんでぃ /フルーツミルクキャンディ/
ふるーてぃーなくしやき /フルーティーな串焼き/
ふれいむぐれねーどらんねつ /フレイムグレネード・爛熱/
ふれいむぼむざい /フレイムボム材/
ふろどらっかー・ふらんけんしゅたいん /フロドラッカー・フランケンシュタイン/
ふろぷたちゅーる /フロプタチュール/
ふろべーる /フロベール/
ふろりあん /フロリアン/
ふわふわぱんけーき /ふわふわパンケーキ/
ふわふわやぎ /フワフワヤギ/
ふんじんのおしえ /「焚燼」の教え/
ふんじんのしゃくえんまじょ /焚尽の灼炎魔女/
ふんじんのてつがく /「焚燼」の哲学/
ふんじんのみちびき /「焚燼」の導き/
ふんそうのおしえ /「紛争」の教え/
ふんそうのてつがく /「紛争」の哲学/
ふんそうのみちびき /「紛争」の導き/
ぶうなま /ブウナマ/
ぶしこー /ブシコー/
ぶじんのしゅき /武人の酒器/
ぶじんのはねかざり /武人の羽飾り/
ぶたにくのあぶらいため /豚肉の油炒め/
ぶたにくのとうがらしいため /豚肉の唐辛子炒め/
ぶらうど /ブラウド/
ぶらうんでぃあ /ブラウンディア/
ぶるきな /ブルキナ/
ぶれっそん /ブレッソン/
ぶれんのたましい・こえい /武煉の魂・孤影/
ぶろーちく /ブロー地区/
ぶんしんどうふ /文心豆腐/
ぶんぶん /ブンブン/
ぷかぷかくさきのこん /プカプカ草キノコン/
ぷかぷかみずきのこん /プカプカ水キノコン/
ぷくぷくあいすくりーむ /プクプクアイスクリーム/
ぷくぷくしゅーくりーむ /プクプクシュークリーム/
ぷくぷくじゅう /プクプク獣/
ぷらいまるこうぞうたい・さいこうちく /プライマル構造体・再構築/
ぷらいまるこうぞうたい・じゅうりょくばはっせいき /プライマル構造体・重力場発生器/
ぷらいまるこうぞうたい・たんさき /プライマル構造体・探査機/
ぷるちねっら /プルチネッラ/
ぷる・ら・じゃすてぃす /プル·ラ·ジャスティス/
ぷる・ら・じゃすてぃす /プル・ラ・ジャスティス/
ぷれいず・みーとしちゅー /プレイズ・ミートシチュー/
ぷーか /プーカ/
